,Unnamed: 0,latitude,longitude,elevation,time,heart_rate,cadence,geometry,effort_zone
0,0,40.688497,-73.970898,25.5,2022-03-03 11:58:46+00:00,103,83,POINT (-73.970898 40.688497),1
1,1,40.688514,-73.970898,25.4,2022-03-03 11:58:51+00:00,99,0,POINT (-73.970898 40.688514),1
2,2,40.688518,-73.970909,25.4,2022-03-03 11:58:52+00:00,99,0,POINT (-73.970909 40.688518),1
3,3,40.688531,-73.970922,25.4,2022-03-03 11:58:53+00:00,100,0,POINT (-73.970922 40.688531),1
4,4,40.688545,-73.970934,25.4,2022-03-03 11:58:54+00:00,101,0,POINT (-73.970934 40.688545),1
5,5,40.688558,-73.970946,25.3,2022-03-03 11:58:55+00:00,102,82,POINT (-73.970946 40.688558),1
6,6,40.688572,-73.970953,25.3,2022-03-03 11:58:56+00:00,103,82,POINT (-73.970953 40.688572),1
7,7,40.688585,-73.970964,25.3,2022-03-03 11:58:57+00:00,104,82,POINT (-73.970964 40.688585),1
8,8,40.688603,-73.970975,25.2,2022-03-03 11:58:58+00:00,105,82,POINT (-73.970975 40.688603),1
9,9,40.688624,-73.970984,25.2,2022-03-03 11:58:59+00:00,107,83,POINT (-73.970984 40.688624),1
10,10,40.688648,-73.970996,25.1,2022-03-03 11:59:00+00:00,109,83,POINT (-73.970996 40.688648),1
11,11,40.688671,-73.971007,25.1,2022-03-03 11:59:01+00:00,111,83,POINT (-73.971007 40.688671),1
12,12,40.688694,-73.971023,25.0,2022-03-03 11:59:02+00:00,112,83,POINT (-73.971023 40.688694),1
13,13,40.688718,-73.971033,25.0,2022-03-03 11:59:03+00:00,114,83,POINT (-73.971033 40.688718),1
14,14,40.688739,-73.971049,24.9,2022-03-03 11:59:04+00:00,116,83,POINT (-73.971049 40.688739),1
15,15,40.688757,-73.971062,24.9,2022-03-03 11:59:05+00:00,117,83,POINT (-73.971062 40.688757),1
16,16,40.688773,-73.971071,24.8,2022-03-03 11:59:06+00:00,119,83,POINT (-73.971071 40.688773),1
17,17,40.688787,-73.971077,24.8,2022-03-03 11:59:07+00:00,120,84,POINT (-73.971077 40.688787),1
18,18,40.688799,-73.971081,24.8,2022-03-03 11:59:08+00:00,122,84,POINT (-73.971081 40.688799),1
19,19,40.688813,-73.971087,24.7,2022-03-03 11:59:09+00:00,123,84,POINT (-73.971087 40.688813),1
20,20,40.688827,-73.971093,24.7,2022-03-03 11:59:10+00:00,124,84,POINT (-73.971093 40.688827),1
21,21,40.688847,-73.9711,24.7,2022-03-03 11:59:11+00:00,125,85,POINT (-73.9711 40.688847),1
22,22,40.688871,-73.971104,24.6,2022-03-03 11:59:12+00:00,126,85,POINT (-73.971104 40.688871),1
23,23,40.688895,-73.971106,24.5,2022-03-03 11:59:13+00:00,127,85,POINT (-73.971106 40.688895),1
24,24,40.688918,-73.971107,24.5,2022-03-03 11:59:14+00:00,127,84,POINT (-73.971107 40.688918),1
25,25,40.688943,-73.971107,24.4,2022-03-03 11:59:15+00:00,128,84,POINT (-73.971107 40.688943),1
26,26,40.688967,-73.971109,24.4,2022-03-03 11:59:16+00:00,129,84,POINT (-73.971109 40.688967),1
27,27,40.688988,-73.971114,24.3,2022-03-03 11:59:17+00:00,130,84,POINT (-73.971114 40.688988),1
28,28,40.689006,-73.971121,24.3,2022-03-03 11:59:18+00:00,130,84,POINT (-73.971121 40.689006),1
29,29,40.689026,-73.971122,24.2,2022-03-03 11:59:19+00:00,130,84,POINT (-73.971122 40.689026),1
30,30,40.689045,-73.971127,24.2,2022-03-03 11:59:20+00:00,131,84,POINT (-73.971127 40.689045),1
31,31,40.689066,-73.971129,24.2,2022-03-03 11:59:21+00:00,131,85,POINT (-73.971129 40.689066),1
32,32,40.689084,-73.971129,24.1,2022-03-03 11:59:22+00:00,131,85,POINT (-73.971129 40.689084),1
33,33,40.689106,-73.971135,24.1,2022-03-03 11:59:23+00:00,132,85,POINT (-73.971135 40.689106),1
34,34,40.689129,-73.971138,24.0,2022-03-03 11:59:24+00:00,132,85,POINT (-73.971138 40.689129),1
35,35,40.689149,-73.971141,24.0,2022-03-03 11:59:25+00:00,132,85,POINT (-73.971141 40.689149),1
36,36,40.689167,-73.971147,23.9,2022-03-03 11:59:26+00:00,132,86,POINT (-73.971147 40.689167),1
37,37,40.689184,-73.971154,23.9,2022-03-03 11:59:27+00:00,133,86,POINT (-73.971154 40.689184),1
38,38,40.689198,-73.971163,23.9,2022-03-03 11:59:28+00:00,133,86,POINT (-73.971163 40.689198),1
39,39,40.689212,-73.97117,23.8,2022-03-03 11:59:29+00:00,133,86,POINT (-73.97117 40.689212),1
40,40,40.689229,-73.971178,23.8,2022-03-03 11:59:30+00:00,133,86,POINT (-73.971178 40.689229),1
41,41,40.689245,-73.971183,23.8,2022-03-03 11:59:31+00:00,133,86,POINT (-73.971183 40.689245),1
42,42,40.68927,-73.971195,23.7,2022-03-03 11:59:32+00:00,133,86,POINT (-73.971195 40.68927),1
43,43,40.689288,-73.971213,23.7,2022-03-03 11:59:33+00:00,134,85,POINT (-73.971213 40.689288),1
44,44,40.689313,-73.971252,23.6,2022-03-03 11:59:34+00:00,134,85,POINT (-73.971252 40.689313),1
45,45,40.689336,-73.971291,23.3,2022-03-03 11:59:35+00:00,134,85,POINT (-73.971291 40.689336),1
46,46,40.689353,-73.971329,23.3,2022-03-03 11:59:36+00:00,135,85,POINT (-73.971329 40.689353),1
47,47,40.689359,-73.971356,23.3,2022-03-03 11:59:37+00:00,135,85,POINT (-73.971356 40.689359),1
48,48,40.689361,-73.971383,23.3,2022-03-03 11:59:38+00:00,135,83,POINT (-73.971383 40.689361),1
49,49,40.689366,-73.971409,23.1,2022-03-03 11:59:39+00:00,136,83,POINT (-73.971409 40.689366),1
50,50,40.689363,-73.971437,23.0,2022-03-03 11:59:40+00:00,136,83,POINT (-73.971437 40.689363),1
51,51,40.689364,-73.971465,23.0,2022-03-03 11:59:41+00:00,136,83,POINT (-73.971465 40.689364),1
52,52,40.689361,-73.971494,22.9,2022-03-03 11:59:42+00:00,137,84,POINT (-73.971494 40.689361),1
53,53,40.689359,-73.971526,22.9,2022-03-03 11:59:43+00:00,137,84,POINT (-73.971526 40.689359),1
54,54,40.689353,-73.971554,22.8,2022-03-03 11:59:44+00:00,138,84,POINT (-73.971554 40.689353),1
55,55,40.689351,-73.971582,22.8,2022-03-03 11:59:45+00:00,139,84,POINT (-73.971582 40.689351),1
56,56,40.689352,-73.97161,22.8,2022-03-03 11:59:46+00:00,139,85,POINT (-73.97161 40.689352),1
57,57,40.689355,-73.971635,22.7,2022-03-03 11:59:47+00:00,139,85,POINT (-73.971635 40.689355),1
58,58,40.689356,-73.97166,22.7,2022-03-03 11:59:48+00:00,141,85,POINT (-73.97166 40.689356),1
59,59,40.689356,-73.97169,22.6,2022-03-03 11:59:49+00:00,141,85,POINT (-73.97169 40.689356),1
60,60,40.689358,-73.971721,22.6,2022-03-03 11:59:50+00:00,141,85,POINT (-73.971721 40.689358),1
61,61,40.689363,-73.97175,22.5,2022-03-03 11:59:51+00:00,142,86,POINT (-73.97175 40.689363),1
62,62,40.689367,-73.971778,22.5,2022-03-03 11:59:52+00:00,142,86,POINT (-73.971778 40.689367),1
63,63,40.689367,-73.971807,22.4,2022-03-03 11:59:53+00:00,142,84,POINT (-73.971807 40.689367),1
64,64,40.689369,-73.971834,22.4,2022-03-03 11:59:54+00:00,142,84,POINT (-73.971834 40.689369),1
65,65,40.689369,-73.971863,22.4,2022-03-03 11:59:55+00:00,142,85,POINT (-73.971863 40.689369),1
66,66,40.689372,-73.97189,22.3,2022-03-03 11:59:56+00:00,142,85,POINT (-73.97189 40.689372),1
67,67,40.689377,-73.971917,22.3,2022-03-03 11:59:57+00:00,142,85,POINT (-73.971917 40.689377),1
68,68,40.689382,-73.971947,22.2,2022-03-03 11:59:58+00:00,142,85,POINT (-73.971947 40.689382),1
69,69,40.68939,-73.971979,22.2,2022-03-03 11:59:59+00:00,142,85,POINT (-73.971979 40.68939),1
70,70,40.689395,-73.972008,22.1,2022-03-03 12:00:00+00:00,142,85,POINT (-73.972008 40.689395),1
71,71,40.689395,-73.972039,22.1,2022-03-03 12:00:01+00:00,142,86,POINT (-73.972039 40.689395),1
72,72,40.6894,-73.972067,22.1,2022-03-03 12:00:02+00:00,142,86,POINT (-73.972067 40.6894),1
73,73,40.689405,-73.972093,22.0,2022-03-03 12:00:03+00:00,143,86,POINT (-73.972093 40.689405),1
74,74,40.689406,-73.972122,22.0,2022-03-03 12:00:04+00:00,142,86,POINT (-73.972122 40.689406),1
75,75,40.689406,-73.972152,22.0,2022-03-03 12:00:05+00:00,143,86,POINT (-73.972152 40.689406),1
76,76,40.689405,-73.972183,21.9,2022-03-03 12:00:06+00:00,142,86,POINT (-73.972183 40.689405),1
77,77,40.689409,-73.972214,21.9,2022-03-03 12:00:07+00:00,142,85,POINT (-73.972214 40.689409),1
78,78,40.68941,-73.972244,21.9,2022-03-03 12:00:08+00:00,142,85,POINT (-73.972244 40.68941),1
79,79,40.689411,-73.972269,21.8,2022-03-03 12:00:09+00:00,142,84,POINT (-73.972269 40.689411),1
80,80,40.689415,-73.972297,21.8,2022-03-03 12:00:10+00:00,142,84,POINT (-73.972297 40.689415),1
81,81,40.689412,-73.972324,21.8,2022-03-03 12:00:11+00:00,142,84,POINT (-73.972324 40.689412),1
82,82,40.689417,-73.972351,21.7,2022-03-03 12:00:12+00:00,143,84,POINT (-73.972351 40.689417),1
83,83,40.689416,-73.97238,21.7,2022-03-03 12:00:13+00:00,143,84,POINT (-73.97238 40.689416),1
84,84,40.689423,-73.972409,21.7,2022-03-03 12:00:14+00:00,143,84,POINT (-73.972409 40.689423),1
85,85,40.689423,-73.972435,21.6,2022-03-03 12:00:15+00:00,143,85,POINT (-73.972435 40.689423),1
86,86,40.689429,-73.972464,21.6,2022-03-03 12:00:16+00:00,143,85,POINT (-73.972464 40.689429),1
87,87,40.689431,-73.972492,21.6,2022-03-03 12:00:17+00:00,143,85,POINT (-73.972492 40.689431),1
88,88,40.689434,-73.972518,21.6,2022-03-03 12:00:18+00:00,143,85,POINT (-73.972518 40.689434),1
89,89,40.689433,-73.972548,21.6,2022-03-03 12:00:19+00:00,143,85,POINT (-73.972548 40.689433),1
90,90,40.689433,-73.972574,21.5,2022-03-03 12:00:20+00:00,142,85,POINT (-73.972574 40.689433),1
91,91,40.689432,-73.972602,21.5,2022-03-03 12:00:21+00:00,142,85,POINT (-73.972602 40.689432),1
92,92,40.68943,-73.972632,21.5,2022-03-03 12:00:22+00:00,142,85,POINT (-73.972632 40.68943),1
93,93,40.689431,-73.97266,21.5,2022-03-03 12:00:23+00:00,142,84,POINT (-73.97266 40.689431),1
94,94,40.689436,-73.972687,21.5,2022-03-03 12:00:24+00:00,142,84,POINT (-73.972687 40.689436),1
95,95,40.68944,-73.972718,21.4,2022-03-03 12:00:25+00:00,143,84,POINT (-73.972718 40.68944),1
96,96,40.689445,-73.972746,21.4,2022-03-03 12:00:26+00:00,142,84,POINT (-73.972746 40.689445),1
97,97,40.689446,-73.972773,21.4,2022-03-03 12:00:27+00:00,142,84,POINT (-73.972773 40.689446),1
98,98,40.689459,-73.972806,21.4,2022-03-03 12:00:28+00:00,143,84,POINT (-73.972806 40.689459),1
99,99,40.689461,-73.972836,21.3,2022-03-03 12:00:29+00:00,143,84,POINT (-73.972836 40.689461),1
100,100,40.689463,-73.972864,21.3,2022-03-03 12:00:30+00:00,142,85,POINT (-73.972864 40.689463),1
101,101,40.689462,-73.972889,21.3,2022-03-03 12:00:31+00:00,142,85,POINT (-73.972889 40.689462),1
102,102,40.689468,-73.972922,21.3,2022-03-03 12:00:32+00:00,142,85,POINT (-73.972922 40.689468),1
103,103,40.689466,-73.972961,21.2,2022-03-03 12:00:33+00:00,141,85,POINT (-73.972961 40.689466),1
104,104,40.68947,-73.972997,21.2,2022-03-03 12:00:34+00:00,141,85,POINT (-73.972997 40.68947),1
105,105,40.689484,-73.973032,21.2,2022-03-03 12:00:35+00:00,140,86,POINT (-73.973032 40.689484),1
106,106,40.689512,-73.973065,21.1,2022-03-03 12:00:36+00:00,140,86,POINT (-73.973065 40.689512),1
107,107,40.689546,-73.973113,21.0,2022-03-03 12:00:37+00:00,139,85,POINT (-73.973113 40.689546),1
108,108,40.689567,-73.973143,21.0,2022-03-03 12:00:38+00:00,140,84,POINT (-73.973143 40.689567),1
109,109,40.689586,-73.973164,20.9,2022-03-03 12:00:39+00:00,140,84,POINT (-73.973164 40.689586),1
110,110,40.689606,-73.973185,20.9,2022-03-03 12:00:40+00:00,141,83,POINT (-73.973185 40.689606),1
111,111,40.689622,-73.973205,20.8,2022-03-03 12:00:41+00:00,141,84,POINT (-73.973205 40.689622),1
112,112,40.68964,-73.973223,20.8,2022-03-03 12:00:42+00:00,142,83,POINT (-73.973223 40.68964),1
113,113,40.689661,-73.97324,20.8,2022-03-03 12:00:43+00:00,142,83,POINT (-73.97324 40.689661),1
114,114,40.689667,-73.973274,20.7,2022-03-03 12:00:44+00:00,142,83,POINT (-73.973274 40.689667),1
115,115,40.689675,-73.973305,20.7,2022-03-03 12:00:45+00:00,142,84,POINT (-73.973305 40.689675),1
116,116,40.68968,-73.973336,20.6,2022-03-03 12:00:46+00:00,141,84,POINT (-73.973336 40.68968),1
117,117,40.689685,-73.973363,20.6,2022-03-03 12:00:47+00:00,141,83,POINT (-73.973363 40.689685),1
118,118,40.689684,-73.973391,20.5,2022-03-03 12:00:48+00:00,141,83,POINT (-73.973391 40.689684),1
119,119,40.689683,-73.973421,20.5,2022-03-03 12:00:49+00:00,140,83,POINT (-73.973421 40.689683),1
120,120,40.689679,-73.973453,20.4,2022-03-03 12:00:50+00:00,140,83,POINT (-73.973453 40.689679),1
121,121,40.689677,-73.973485,20.4,2022-03-03 12:00:51+00:00,140,83,POINT (-73.973485 40.689677),1
122,122,40.689677,-73.973518,20.3,2022-03-03 12:00:52+00:00,140,83,POINT (-73.973518 40.689677),1
123,123,40.689677,-73.973551,20.3,2022-03-03 12:00:53+00:00,140,85,POINT (-73.973551 40.689677),1
124,124,40.689678,-73.97358,20.2,2022-03-03 12:00:54+00:00,141,85,POINT (-73.97358 40.689678),1
125,125,40.689684,-73.973608,20.2,2022-03-03 12:00:55+00:00,141,85,POINT (-73.973608 40.689684),1
126,126,40.689687,-73.973637,20.1,2022-03-03 12:00:56+00:00,140,85,POINT (-73.973637 40.689687),1
127,127,40.689688,-73.973663,20.1,2022-03-03 12:00:57+00:00,141,85,POINT (-73.973663 40.689688),1
128,128,40.689688,-73.973691,20.0,2022-03-03 12:00:58+00:00,140,85,POINT (-73.973691 40.689688),1
129,129,40.689693,-73.973721,20.0,2022-03-03 12:00:59+00:00,140,85,POINT (-73.973721 40.689693),1
130,130,40.689693,-73.973748,19.9,2022-03-03 12:01:00+00:00,140,85,POINT (-73.973748 40.689693),1
131,131,40.689691,-73.973775,19.9,2022-03-03 12:01:01+00:00,140,84,POINT (-73.973775 40.689691),1
132,132,40.689688,-73.973805,19.8,2022-03-03 12:01:02+00:00,140,84,POINT (-73.973805 40.689688),1
133,133,40.689688,-73.97383,19.8,2022-03-03 12:01:03+00:00,141,84,POINT (-73.97383 40.689688),1
134,134,40.689682,-73.973853,19.7,2022-03-03 12:01:04+00:00,141,84,POINT (-73.973853 40.689682),1
135,135,40.689682,-73.973875,19.7,2022-03-03 12:01:05+00:00,142,84,POINT (-73.973875 40.689682),1
136,136,40.689684,-73.973899,19.6,2022-03-03 12:01:06+00:00,143,85,POINT (-73.973899 40.689684),1
137,137,40.68968,-73.973938,19.6,2022-03-03 12:01:07+00:00,143,85,POINT (-73.973938 40.68968),1
138,138,40.68968,-73.973969,19.5,2022-03-03 12:01:08+00:00,143,85,POINT (-73.973969 40.68968),1
139,139,40.689681,-73.974,19.4,2022-03-03 12:01:09+00:00,143,84,POINT (-73.974 40.689681),1
140,140,40.689684,-73.974025,19.4,2022-03-03 12:01:10+00:00,142,84,POINT (-73.974025 40.689684),1
141,141,40.689686,-73.974054,19.3,2022-03-03 12:01:11+00:00,142,84,POINT (-73.974054 40.689686),1
142,142,40.689687,-73.974082,19.3,2022-03-03 12:01:12+00:00,143,85,POINT (-73.974082 40.689687),1
143,143,40.689689,-73.9741,19.3,2022-03-03 12:01:13+00:00,143,85,POINT (-73.9741 40.689689),1
144,144,40.689691,-73.97413,19.2,2022-03-03 12:01:14+00:00,144,85,POINT (-73.97413 40.689691),1
145,145,40.689691,-73.974162,19.1,2022-03-03 12:01:15+00:00,144,85,POINT (-73.974162 40.689691),1
146,146,40.689693,-73.974193,19.0,2022-03-03 12:01:16+00:00,144,85,POINT (-73.974193 40.689693),1
147,147,40.689694,-73.974228,19.0,2022-03-03 12:01:17+00:00,144,85,POINT (-73.974228 40.689694),1
148,148,40.689694,-73.974259,18.9,2022-03-03 12:01:18+00:00,144,86,POINT (-73.974259 40.689694),1
149,149,40.689693,-73.97429,18.8,2022-03-03 12:01:19+00:00,143,86,POINT (-73.97429 40.689693),1
150,150,40.689692,-73.974319,18.8,2022-03-03 12:01:20+00:00,142,85,POINT (-73.974319 40.689692),1
151,151,40.689693,-73.974345,18.7,2022-03-03 12:01:21+00:00,142,85,POINT (-73.974345 40.689693),1
152,152,40.689692,-73.974378,18.7,2022-03-03 12:01:22+00:00,140,85,POINT (-73.974378 40.689692),1
153,153,40.68969,-73.974412,18.6,2022-03-03 12:01:23+00:00,140,85,POINT (-73.974412 40.68969),1
154,154,40.689686,-73.974442,18.5,2022-03-03 12:01:24+00:00,139,84,POINT (-73.974442 40.689686),1
155,155,40.689686,-73.974472,18.4,2022-03-03 12:01:25+00:00,139,83,POINT (-73.974472 40.689686),1
156,156,40.689685,-73.974507,18.4,2022-03-03 12:01:26+00:00,139,83,POINT (-73.974507 40.689685),1
157,157,40.689694,-73.974549,18.3,2022-03-03 12:01:27+00:00,140,84,POINT (-73.974549 40.689694),1
158,158,40.689704,-73.974586,18.2,2022-03-03 12:01:28+00:00,140,85,POINT (-73.974586 40.689704),1
159,159,40.689709,-73.974621,18.1,2022-03-03 12:01:29+00:00,140,85,POINT (-73.974621 40.689709),1
160,160,40.689713,-73.974655,18.0,2022-03-03 12:01:30+00:00,140,85,POINT (-73.974655 40.689713),1
161,161,40.689714,-73.97468,18.0,2022-03-03 12:01:31+00:00,141,85,POINT (-73.97468 40.689714),1
162,162,40.689711,-73.974711,17.9,2022-03-03 12:01:32+00:00,141,85,POINT (-73.974711 40.689711),1
163,163,40.689709,-73.97474,17.9,2022-03-03 12:01:33+00:00,141,86,POINT (-73.97474 40.689709),1
164,164,40.689707,-73.974777,17.8,2022-03-03 12:01:34+00:00,141,86,POINT (-73.974777 40.689707),1
165,165,40.689707,-73.974809,17.7,2022-03-03 12:01:35+00:00,141,85,POINT (-73.974809 40.689707),1
166,166,40.689708,-73.97484,17.7,2022-03-03 12:01:36+00:00,141,85,POINT (-73.97484 40.689708),1
167,167,40.689706,-73.974865,17.6,2022-03-03 12:01:37+00:00,141,85,POINT (-73.974865 40.689706),1
168,168,40.689704,-73.974889,17.6,2022-03-03 12:01:38+00:00,141,85,POINT (-73.974889 40.689704),1
169,169,40.689704,-73.974915,17.5,2022-03-03 12:01:39+00:00,142,86,POINT (-73.974915 40.689704),1
170,170,40.689702,-73.974942,17.5,2022-03-03 12:01:40+00:00,142,86,POINT (-73.974942 40.689702),1
171,171,40.689704,-73.974972,17.4,2022-03-03 12:01:41+00:00,142,86,POINT (-73.974972 40.689704),1
172,172,40.689705,-73.975004,17.3,2022-03-03 12:01:42+00:00,141,86,POINT (-73.975004 40.689705),1
173,173,40.689709,-73.975039,17.2,2022-03-03 12:01:43+00:00,141,86,POINT (-73.975039 40.689709),1
174,174,40.689715,-73.975074,17.2,2022-03-03 12:01:44+00:00,141,86,POINT (-73.975074 40.689715),1
175,175,40.689717,-73.975108,17.1,2022-03-03 12:01:45+00:00,140,86,POINT (-73.975108 40.689717),1
176,176,40.689718,-73.975139,17.0,2022-03-03 12:01:46+00:00,140,85,POINT (-73.975139 40.689718),1
177,177,40.689719,-73.975167,17.0,2022-03-03 12:01:47+00:00,139,85,POINT (-73.975167 40.689719),1
178,178,40.689721,-73.975196,16.9,2022-03-03 12:01:48+00:00,140,85,POINT (-73.975196 40.689721),1
179,179,40.689724,-73.97522,16.8,2022-03-03 12:01:49+00:00,140,85,POINT (-73.97522 40.689724),1
180,180,40.689725,-73.975248,16.8,2022-03-03 12:01:50+00:00,140,86,POINT (-73.975248 40.689725),1
181,181,40.689727,-73.975276,16.7,2022-03-03 12:01:51+00:00,140,86,POINT (-73.975276 40.689727),1
182,182,40.68973,-73.975302,16.6,2022-03-03 12:01:52+00:00,141,86,POINT (-73.975302 40.68973),1
183,183,40.68973,-73.975328,16.6,2022-03-03 12:01:53+00:00,141,86,POINT (-73.975328 40.68973),1
184,184,40.689731,-73.97536,16.5,2022-03-03 12:01:54+00:00,141,86,POINT (-73.97536 40.689731),1
185,185,40.689731,-73.97539,16.4,2022-03-03 12:01:55+00:00,141,87,POINT (-73.97539 40.689731),1
186,186,40.689738,-73.97543,16.4,2022-03-03 12:01:56+00:00,142,87,POINT (-73.97543 40.689738),1
187,187,40.68975,-73.975486,16.2,2022-03-03 12:01:57+00:00,142,87,POINT (-73.975486 40.68975),1
188,188,40.689755,-73.97554,16.1,2022-03-03 12:01:58+00:00,142,86,POINT (-73.97554 40.689755),1
189,189,40.689763,-73.975586,16.0,2022-03-03 12:01:59+00:00,142,84,POINT (-73.975586 40.689763),1
190,190,40.689767,-73.97562,16.0,2022-03-03 12:02:00+00:00,143,84,POINT (-73.97562 40.689767),1
191,191,40.689773,-73.975659,15.9,2022-03-03 12:02:01+00:00,143,85,POINT (-73.975659 40.689773),1
192,192,40.689773,-73.975698,15.8,2022-03-03 12:02:02+00:00,143,85,POINT (-73.975698 40.689773),1
193,193,40.689773,-73.975736,15.7,2022-03-03 12:02:03+00:00,144,84,POINT (-73.975736 40.689773),1
194,194,40.689777,-73.975771,15.6,2022-03-03 12:02:04+00:00,144,84,POINT (-73.975771 40.689777),1
195,195,40.689779,-73.975805,15.6,2022-03-03 12:02:05+00:00,144,84,POINT (-73.975805 40.689779),1
196,196,40.689781,-73.975839,15.5,2022-03-03 12:02:06+00:00,145,85,POINT (-73.975839 40.689781),1
197,197,40.689779,-73.97587,15.4,2022-03-03 12:02:07+00:00,144,85,POINT (-73.97587 40.689779),1
198,198,40.689778,-73.975904,15.4,2022-03-03 12:02:08+00:00,144,85,POINT (-73.975904 40.689778),1
199,199,40.689775,-73.975937,15.3,2022-03-03 12:02:09+00:00,144,85,POINT (-73.975937 40.689775),1
200,200,40.689777,-73.975964,15.2,2022-03-03 12:02:10+00:00,144,85,POINT (-73.975964 40.689777),1
201,201,40.689773,-73.975994,15.2,2022-03-03 12:02:11+00:00,143,86,POINT (-73.975994 40.689773),1
202,202,40.689776,-73.976024,15.1,2022-03-03 12:02:12+00:00,143,86,POINT (-73.976024 40.689776),1
203,203,40.68978,-73.976052,15.1,2022-03-03 12:02:13+00:00,144,85,POINT (-73.976052 40.68978),1
204,204,40.689784,-73.976081,15.0,2022-03-03 12:02:14+00:00,144,85,POINT (-73.976081 40.689784),1
205,205,40.689786,-73.976113,14.9,2022-03-03 12:02:15+00:00,144,85,POINT (-73.976113 40.689786),1
206,206,40.689786,-73.976149,14.9,2022-03-03 12:02:16+00:00,145,85,POINT (-73.976149 40.689786),1
207,207,40.689789,-73.976182,14.8,2022-03-03 12:02:17+00:00,145,85,POINT (-73.976182 40.689789),1
208,208,40.689793,-73.976209,14.7,2022-03-03 12:02:18+00:00,146,84,POINT (-73.976209 40.689793),1
209,209,40.689797,-73.97624,14.7,2022-03-03 12:02:19+00:00,146,84,POINT (-73.97624 40.689797),1
210,210,40.6898,-73.976268,14.6,2022-03-03 12:02:20+00:00,147,85,POINT (-73.976268 40.6898),1
211,211,40.689798,-73.976297,14.5,2022-03-03 12:02:21+00:00,146,85,POINT (-73.976297 40.689798),1
212,212,40.689797,-73.976321,14.5,2022-03-03 12:02:22+00:00,146,85,POINT (-73.976321 40.689797),1
213,213,40.689795,-73.976349,14.4,2022-03-03 12:02:23+00:00,145,85,POINT (-73.976349 40.689795),1
214,214,40.689788,-73.976379,14.4,2022-03-03 12:02:24+00:00,144,85,POINT (-73.976379 40.689788),1
215,215,40.68978,-73.976411,14.3,2022-03-03 12:02:25+00:00,144,85,POINT (-73.976411 40.68978),1
216,216,40.689783,-73.976445,14.2,2022-03-03 12:02:26+00:00,144,85,POINT (-73.976445 40.689783),1
217,217,40.689776,-73.976481,14.1,2022-03-03 12:02:27+00:00,145,83,POINT (-73.976481 40.689776),1
218,218,40.689766,-73.976514,14.0,2022-03-03 12:02:28+00:00,144,83,POINT (-73.976514 40.689766),1
219,219,40.689768,-73.976541,14.0,2022-03-03 12:02:29+00:00,144,83,POINT (-73.976541 40.689768),1
220,220,40.689787,-73.976578,13.9,2022-03-03 12:02:30+00:00,144,84,POINT (-73.976578 40.689787),1
221,221,40.689787,-73.976612,13.8,2022-03-03 12:02:31+00:00,144,84,POINT (-73.976612 40.689787),1
222,222,40.689801,-73.976651,13.7,2022-03-03 12:02:32+00:00,144,84,POINT (-73.976651 40.689801),1
223,223,40.689816,-73.976688,13.6,2022-03-03 12:02:33+00:00,143,84,POINT (-73.976688 40.689816),1
224,224,40.689818,-73.976722,13.6,2022-03-03 12:02:34+00:00,144,85,POINT (-73.976722 40.689818),1
225,225,40.689834,-73.97676,13.5,2022-03-03 12:02:35+00:00,143,85,POINT (-73.97676 40.689834),1
226,226,40.689851,-73.976798,13.4,2022-03-03 12:02:36+00:00,145,85,POINT (-73.976798 40.689851),1
227,227,40.68984,-73.976825,13.4,2022-03-03 12:02:37+00:00,145,85,POINT (-73.976825 40.68984),1
228,228,40.689854,-73.976862,13.3,2022-03-03 12:02:38+00:00,145,85,POINT (-73.976862 40.689854),1
229,229,40.689866,-73.976901,13.2,2022-03-03 12:02:39+00:00,145,85,POINT (-73.976901 40.689866),1
230,230,40.689867,-73.976939,13.2,2022-03-03 12:02:40+00:00,145,85,POINT (-73.976939 40.689867),1
231,231,40.689866,-73.976977,13.1,2022-03-03 12:02:41+00:00,145,85,POINT (-73.976977 40.689866),1
232,232,40.689864,-73.977011,13.0,2022-03-03 12:02:42+00:00,144,85,POINT (-73.977011 40.689864),1
233,233,40.689862,-73.97704,13.0,2022-03-03 12:02:43+00:00,145,84,POINT (-73.97704 40.689862),1
234,234,40.68986,-73.977069,12.9,2022-03-03 12:02:44+00:00,144,84,POINT (-73.977069 40.68986),1
235,235,40.689856,-73.9771,12.8,2022-03-03 12:02:45+00:00,145,85,POINT (-73.9771 40.689856),1
236,236,40.689855,-73.977133,12.8,2022-03-03 12:02:46+00:00,145,85,POINT (-73.977133 40.689855),1
237,237,40.689858,-73.977173,12.7,2022-03-03 12:02:47+00:00,146,85,POINT (-73.977173 40.689858),1
238,238,40.68986,-73.977209,12.7,2022-03-03 12:02:48+00:00,146,85,POINT (-73.977209 40.68986),1
239,239,40.689863,-73.977244,12.6,2022-03-03 12:02:49+00:00,146,85,POINT (-73.977244 40.689863),1
240,240,40.689867,-73.97728,12.5,2022-03-03 12:02:50+00:00,146,86,POINT (-73.97728 40.689867),1
241,241,40.689872,-73.977315,12.5,2022-03-03 12:02:51+00:00,146,86,POINT (-73.977315 40.689872),1
242,242,40.689879,-73.977349,12.4,2022-03-03 12:02:52+00:00,146,85,POINT (-73.977349 40.689879),1
243,243,40.689881,-73.97738,12.3,2022-03-03 12:02:53+00:00,146,85,POINT (-73.97738 40.689881),1
