,Unnamed: 0,latitude,longitude,elevation,time,heart_rate,cadence,geometry,effort_zone
494,494,40.692394,-73.98289,14.9,2022-03-03 12:07:04+00:00,157,86,POINT (-73.98289 40.692394),2
495,495,40.692416,-73.982903,14.8,2022-03-03 12:07:05+00:00,157,86,POINT (-73.982903 40.692416),2
496,496,40.692435,-73.982923,14.7,2022-03-03 12:07:06+00:00,155,86,POINT (-73.982923 40.692435),2
497,497,40.692456,-73.982937,14.7,2022-03-03 12:07:07+00:00,154,85,POINT (-73.982937 40.692456),2
498,498,40.692477,-73.982951,14.6,2022-03-03 12:07:08+00:00,154,85,POINT (-73.982951 40.692477),2
499,499,40.692494,-73.982975,14.5,2022-03-03 12:07:09+00:00,154,85,POINT (-73.982975 40.692494),2
500,500,40.692512,-73.982992,14.5,2022-03-03 12:07:10+00:00,154,85,POINT (-73.982992 40.692512),2
501,501,40.692528,-73.983006,14.4,2022-03-03 12:07:11+00:00,152,85,POINT (-73.983006 40.692528),2
502,502,40.692546,-73.983017,14.4,2022-03-03 12:07:12+00:00,152,85,POINT (-73.983017 40.692546),2
503,503,40.692564,-73.98303,14.3,2022-03-03 12:07:13+00:00,152,85,POINT (-73.98303 40.692564),2
504,504,40.692568,-73.983071,14.3,2022-03-03 12:07:14+00:00,152,84,POINT (-73.983071 40.692568),2
505,505,40.692574,-73.983099,14.2,2022-03-03 12:07:15+00:00,152,84,POINT (-73.983099 40.692574),2
506,506,40.692585,-73.983124,14.1,2022-03-03 12:07:16+00:00,152,84,POINT (-73.983124 40.692585),2
507,507,40.692595,-73.983147,14.1,2022-03-03 12:07:17+00:00,151,84,POINT (-73.983147 40.692595),2
508,508,40.692605,-73.983174,14.0,2022-03-03 12:07:18+00:00,151,84,POINT (-73.983174 40.692605),2
509,509,40.692611,-73.983199,14.0,2022-03-03 12:07:19+00:00,151,85,POINT (-73.983199 40.692611),2
510,510,40.692609,-73.983235,13.9,2022-03-03 12:07:20+00:00,150,85,POINT (-73.983235 40.692609),2
511,511,40.692608,-73.983273,13.8,2022-03-03 12:07:21+00:00,151,85,POINT (-73.983273 40.692608),2
512,512,40.692621,-73.983281,13.8,2022-03-03 12:07:22+00:00,150,84,POINT (-73.983281 40.692621),2
513,513,40.692624,-73.983301,13.8,2022-03-03 12:07:23+00:00,149,85,POINT (-73.983301 40.692624),2
514,514,40.692624,-73.983328,13.7,2022-03-03 12:07:24+00:00,149,85,POINT (-73.983328 40.692624),2
515,515,40.692634,-73.983342,13.7,2022-03-03 12:07:25+00:00,148,86,POINT (-73.983342 40.692634),1
516,516,40.692652,-73.983351,13.6,2022-03-03 12:07:26+00:00,148,87,POINT (-73.983351 40.692652),1
517,517,40.69268,-73.983353,13.5,2022-03-03 12:07:27+00:00,148,87,POINT (-73.983353 40.69268),1
518,518,40.692708,-73.983364,13.5,2022-03-03 12:07:28+00:00,148,86,POINT (-73.983364 40.692708),1
519,519,40.692739,-73.983366,13.4,2022-03-03 12:07:29+00:00,148,86,POINT (-73.983366 40.692739),1
520,520,40.692768,-73.98337,13.3,2022-03-03 12:07:30+00:00,148,86,POINT (-73.98337 40.692768),1
521,521,40.692789,-73.983383,13.3,2022-03-03 12:07:31+00:00,148,86,POINT (-73.983383 40.692789),1
522,522,40.692808,-73.983393,13.2,2022-03-03 12:07:32+00:00,147,86,POINT (-73.983393 40.692808),1
523,523,40.692838,-73.983405,13.1,2022-03-03 12:07:33+00:00,147,86,POINT (-73.983405 40.692838),1
524,524,40.692868,-73.983415,13.1,2022-03-03 12:07:34+00:00,147,86,POINT (-73.983415 40.692868),1
525,525,40.692895,-73.983434,13.0,2022-03-03 12:07:35+00:00,147,86,POINT (-73.983434 40.692895),1
526,526,40.692932,-73.983449,12.9,2022-03-03 12:07:36+00:00,147,86,POINT (-73.983449 40.692932),1
527,527,40.692957,-73.983463,12.9,2022-03-03 12:07:37+00:00,148,86,POINT (-73.983463 40.692957),1
528,528,40.692977,-73.98345,12.8,2022-03-03 12:07:38+00:00,148,86,POINT (-73.98345 40.692977),1
529,529,40.693001,-73.983457,12.8,2022-03-03 12:07:39+00:00,149,86,POINT (-73.983457 40.693001),2
530,530,40.693033,-73.983461,12.7,2022-03-03 12:07:40+00:00,149,85,POINT (-73.983461 40.693033),2
531,531,40.693063,-73.983462,12.7,2022-03-03 12:07:41+00:00,149,85,POINT (-73.983462 40.693063),2
532,532,40.693119,-73.983447,12.6,2022-03-03 12:07:42+00:00,149,86,POINT (-73.983447 40.693119),2
533,533,40.693146,-73.983441,12.6,2022-03-03 12:07:43+00:00,150,86,POINT (-73.983441 40.693146),2
534,534,40.69317,-73.983441,12.5,2022-03-03 12:07:44+00:00,150,85,POINT (-73.983441 40.69317),2
535,535,40.693194,-73.983439,12.5,2022-03-03 12:07:45+00:00,150,84,POINT (-73.983439 40.693194),2
536,536,40.693214,-73.983444,12.4,2022-03-03 12:07:46+00:00,151,84,POINT (-73.983444 40.693214),2
537,537,40.693232,-73.983452,12.4,2022-03-03 12:07:47+00:00,150,84,POINT (-73.983452 40.693232),2
538,538,40.693257,-73.983454,12.3,2022-03-03 12:07:48+00:00,151,85,POINT (-73.983454 40.693257),2
539,539,40.693275,-73.983464,12.3,2022-03-03 12:07:49+00:00,151,85,POINT (-73.983464 40.693275),2
540,540,40.6933,-73.983463,12.2,2022-03-03 12:07:50+00:00,151,85,POINT (-73.983463 40.6933),2
541,541,40.693331,-73.983475,12.2,2022-03-03 12:07:51+00:00,151,85,POINT (-73.983475 40.693331),2
542,542,40.693362,-73.98349,12.1,2022-03-03 12:07:52+00:00,151,85,POINT (-73.98349 40.693362),2
543,543,40.693388,-73.983487,12.1,2022-03-03 12:07:53+00:00,150,85,POINT (-73.983487 40.693388),2
544,544,40.693405,-73.983489,12.0,2022-03-03 12:07:54+00:00,151,85,POINT (-73.983489 40.693405),2
545,545,40.69346,-73.983484,11.9,2022-03-03 12:07:55+00:00,151,85,POINT (-73.983484 40.69346),2
546,546,40.693523,-73.983514,11.8,2022-03-03 12:07:56+00:00,150,85,POINT (-73.983514 40.693523),2
547,547,40.693564,-73.983512,11.8,2022-03-03 12:07:57+00:00,151,86,POINT (-73.983512 40.693564),2
548,548,40.693602,-73.983531,11.7,2022-03-03 12:07:58+00:00,151,85,POINT (-73.983531 40.693602),2
549,549,40.693651,-73.983553,11.6,2022-03-03 12:07:59+00:00,151,85,POINT (-73.983553 40.693651),2
550,550,40.693685,-73.983569,11.5,2022-03-03 12:08:00+00:00,151,85,POINT (-73.983569 40.693685),2
551,551,40.693694,-73.983594,11.5,2022-03-03 12:08:01+00:00,152,85,POINT (-73.983594 40.693694),2
552,552,40.693697,-73.983615,11.5,2022-03-03 12:08:02+00:00,152,85,POINT (-73.983615 40.693697),2
553,553,40.693706,-73.983622,11.5,2022-03-03 12:08:03+00:00,152,85,POINT (-73.983622 40.693706),2
554,554,40.693716,-73.983622,11.5,2022-03-03 12:08:04+00:00,152,85,POINT (-73.983622 40.693716),2
555,555,40.693762,-73.983558,11.4,2022-03-03 12:08:05+00:00,152,85,POINT (-73.983558 40.693762),2
556,556,40.693781,-73.983535,11.4,2022-03-03 12:08:06+00:00,153,85,POINT (-73.983535 40.693781),2
557,557,40.693795,-73.983521,11.3,2022-03-03 12:08:07+00:00,153,86,POINT (-73.983521 40.693795),2
558,558,40.69382,-73.983514,11.3,2022-03-03 12:08:08+00:00,152,86,POINT (-73.983514 40.69382),2
559,559,40.693835,-73.983502,11.3,2022-03-03 12:08:09+00:00,152,87,POINT (-73.983502 40.693835),2
560,560,40.693841,-73.983486,11.3,2022-03-03 12:08:10+00:00,152,87,POINT (-73.983486 40.693841),2
561,561,40.693869,-73.983494,11.2,2022-03-03 12:08:11+00:00,152,86,POINT (-73.983494 40.693869),2
562,562,40.693877,-73.983487,11.2,2022-03-03 12:08:12+00:00,152,86,POINT (-73.983487 40.693877),2
563,563,40.693904,-73.983485,11.2,2022-03-03 12:08:13+00:00,152,85,POINT (-73.983485 40.693904),2
564,564,40.693931,-73.983483,11.1,2022-03-03 12:08:14+00:00,152,85,POINT (-73.983483 40.693931),2
565,565,40.693949,-73.983489,11.1,2022-03-03 12:08:15+00:00,152,86,POINT (-73.983489 40.693949),2
566,566,40.693967,-73.983499,11.1,2022-03-03 12:08:16+00:00,152,86,POINT (-73.983499 40.693967),2
567,567,40.693984,-73.983507,11.1,2022-03-03 12:08:17+00:00,152,86,POINT (-73.983507 40.693984),2
568,568,40.694005,-73.983513,11.0,2022-03-03 12:08:18+00:00,152,86,POINT (-73.983513 40.694005),2
569,569,40.694022,-73.983516,11.0,2022-03-03 12:08:19+00:00,151,86,POINT (-73.983516 40.694022),2
570,570,40.694021,-73.98352,11.0,2022-03-03 12:08:20+00:00,150,86,POINT (-73.98352 40.694021),2
571,571,40.694024,-73.983527,11.0,2022-03-03 12:08:21+00:00,151,86,POINT (-73.983527 40.694024),2
572,572,40.694027,-73.983541,11.0,2022-03-03 12:08:22+00:00,150,86,POINT (-73.983541 40.694027),2
573,573,40.694036,-73.983557,11.0,2022-03-03 12:08:23+00:00,150,86,POINT (-73.983557 40.694036),2
574,574,40.694049,-73.983577,10.9,2022-03-03 12:08:24+00:00,151,86,POINT (-73.983577 40.694049),2
575,575,40.694066,-73.983594,10.9,2022-03-03 12:08:25+00:00,151,86,POINT (-73.983594 40.694066),2
576,576,40.694082,-73.983608,10.9,2022-03-03 12:08:26+00:00,151,86,POINT (-73.983608 40.694082),2
577,577,40.69409,-73.983629,10.9,2022-03-03 12:08:27+00:00,151,86,POINT (-73.983629 40.69409),2
578,578,40.69409,-73.983656,10.9,2022-03-03 12:08:28+00:00,151,85,POINT (-73.983656 40.69409),2
579,579,40.694096,-73.983682,10.8,2022-03-03 12:08:29+00:00,152,85,POINT (-73.983682 40.694096),2
580,580,40.694107,-73.983709,10.8,2022-03-03 12:08:30+00:00,152,85,POINT (-73.983709 40.694107),2
581,581,40.694115,-73.983741,10.8,2022-03-03 12:08:31+00:00,153,84,POINT (-73.983741 40.694115),2
582,582,40.694119,-73.983769,10.8,2022-03-03 12:08:32+00:00,154,84,POINT (-73.983769 40.694119),2
583,583,40.694127,-73.983801,10.7,2022-03-03 12:08:33+00:00,154,84,POINT (-73.983801 40.694127),2
584,584,40.694131,-73.983829,10.7,2022-03-03 12:08:34+00:00,154,84,POINT (-73.983829 40.694131),2
585,585,40.69414,-73.983858,10.7,2022-03-03 12:08:35+00:00,153,84,POINT (-73.983858 40.69414),2
586,586,40.69415,-73.983886,10.7,2022-03-03 12:08:36+00:00,153,84,POINT (-73.983886 40.69415),2
587,587,40.69416,-73.983909,10.7,2022-03-03 12:08:37+00:00,154,83,POINT (-73.983909 40.69416),2
588,588,40.694168,-73.983933,10.7,2022-03-03 12:08:38+00:00,154,82,POINT (-73.983933 40.694168),2
589,589,40.694181,-73.983955,10.7,2022-03-03 12:08:39+00:00,153,81,POINT (-73.983955 40.694181),2
590,590,40.694198,-73.983977,10.7,2022-03-03 12:08:40+00:00,153,81,POINT (-73.983977 40.694198),2
591,591,40.694214,-73.983995,10.7,2022-03-03 12:08:41+00:00,154,82,POINT (-73.983995 40.694214),2
592,592,40.694236,-73.984007,10.6,2022-03-03 12:08:42+00:00,154,83,POINT (-73.984007 40.694236),2
593,593,40.694256,-73.984018,10.6,2022-03-03 12:08:43+00:00,154,84,POINT (-73.984018 40.694256),2
594,594,40.694283,-73.984027,10.6,2022-03-03 12:08:44+00:00,155,84,POINT (-73.984027 40.694283),2
595,595,40.694299,-73.984038,10.6,2022-03-03 12:08:45+00:00,156,84,POINT (-73.984038 40.694299),2
596,596,40.694317,-73.984035,10.6,2022-03-03 12:08:46+00:00,156,85,POINT (-73.984035 40.694317),2
597,597,40.694349,-73.984004,10.6,2022-03-03 12:08:47+00:00,156,85,POINT (-73.984004 40.694349),2
598,598,40.694378,-73.983981,10.6,2022-03-03 12:08:48+00:00,157,86,POINT (-73.983981 40.694378),2
599,599,40.694398,-73.983967,10.6,2022-03-03 12:08:49+00:00,157,86,POINT (-73.983967 40.694398),2
600,600,40.694416,-73.983928,10.5,2022-03-03 12:08:50+00:00,157,85,POINT (-73.983928 40.694416),2
601,601,40.694443,-73.983901,10.5,2022-03-03 12:08:51+00:00,157,85,POINT (-73.983901 40.694443),2
602,602,40.69448,-73.983897,10.5,2022-03-03 12:08:52+00:00,158,85,POINT (-73.983897 40.69448),2
603,603,40.694508,-73.9839,10.5,2022-03-03 12:08:53+00:00,158,85,POINT (-73.9839 40.694508),2
604,604,40.694541,-73.983862,10.5,2022-03-03 12:08:54+00:00,159,86,POINT (-73.983862 40.694541),2
605,605,40.694574,-73.983869,10.4,2022-03-03 12:08:55+00:00,158,86,POINT (-73.983869 40.694574),2
606,606,40.694605,-73.983878,10.4,2022-03-03 12:08:56+00:00,157,86,POINT (-73.983878 40.694605),2
607,607,40.694641,-73.983878,10.4,2022-03-03 12:08:57+00:00,157,86,POINT (-73.983878 40.694641),2
608,608,40.694676,-73.983868,10.4,2022-03-03 12:08:58+00:00,157,86,POINT (-73.983868 40.694676),2
609,609,40.694709,-73.983875,10.4,2022-03-03 12:08:59+00:00,156,86,POINT (-73.983875 40.694709),2
610,610,40.694742,-73.983887,10.4,2022-03-03 12:09:00+00:00,156,87,POINT (-73.983887 40.694742),2
611,611,40.694775,-73.983894,10.3,2022-03-03 12:09:01+00:00,156,87,POINT (-73.983894 40.694775),2
612,612,40.694809,-73.983904,10.3,2022-03-03 12:09:02+00:00,156,87,POINT (-73.983904 40.694809),2
613,613,40.694842,-73.983912,10.3,2022-03-03 12:09:03+00:00,156,86,POINT (-73.983912 40.694842),2
614,614,40.694874,-73.983924,10.3,2022-03-03 12:09:04+00:00,155,86,POINT (-73.983924 40.694874),2
615,615,40.694902,-73.98393,10.3,2022-03-03 12:09:05+00:00,156,86,POINT (-73.98393 40.694902),2
616,616,40.694936,-73.983946,10.3,2022-03-03 12:09:06+00:00,155,86,POINT (-73.983946 40.694936),2
617,617,40.694958,-73.983959,10.3,2022-03-03 12:09:07+00:00,155,86,POINT (-73.983959 40.694958),2
618,618,40.694984,-73.983978,10.3,2022-03-03 12:09:08+00:00,155,86,POINT (-73.983978 40.694984),2
619,619,40.695004,-73.983983,10.3,2022-03-03 12:09:09+00:00,154,86,POINT (-73.983983 40.695004),2
620,620,40.695025,-73.983995,10.3,2022-03-03 12:09:10+00:00,154,86,POINT (-73.983995 40.695025),2
621,621,40.695047,-73.984013,10.3,2022-03-03 12:09:11+00:00,154,86,POINT (-73.984013 40.695047),2
622,622,40.695069,-73.984025,10.3,2022-03-03 12:09:12+00:00,154,86,POINT (-73.984025 40.695069),2
623,623,40.6951,-73.984075,10.3,2022-03-03 12:09:13+00:00,153,86,POINT (-73.984075 40.6951),2
624,624,40.695154,-73.984105,10.2,2022-03-03 12:09:14+00:00,153,86,POINT (-73.984105 40.695154),2
625,625,40.695174,-73.984101,10.2,2022-03-03 12:09:15+00:00,154,85,POINT (-73.984101 40.695174),2
626,626,40.695218,-73.984104,10.2,2022-03-03 12:09:16+00:00,153,85,POINT (-73.984104 40.695218),2
627,627,40.69525,-73.984105,10.2,2022-03-03 12:09:17+00:00,153,85,POINT (-73.984105 40.69525),2
628,628,40.695288,-73.984085,10.2,2022-03-03 12:09:18+00:00,152,85,POINT (-73.984085 40.695288),2
629,629,40.695311,-73.984082,10.2,2022-03-03 12:09:19+00:00,152,86,POINT (-73.984082 40.695311),2
630,630,40.695353,-73.984078,10.2,2022-03-03 12:09:20+00:00,152,86,POINT (-73.984078 40.695353),2
631,631,40.695382,-73.984115,10.2,2022-03-03 12:09:21+00:00,152,85,POINT (-73.984115 40.695382),2
632,632,40.695426,-73.984134,10.2,2022-03-03 12:09:22+00:00,152,85,POINT (-73.984134 40.695426),2
633,633,40.695445,-73.984156,10.2,2022-03-03 12:09:23+00:00,152,85,POINT (-73.984156 40.695445),2
634,634,40.695485,-73.984172,10.2,2022-03-03 12:09:24+00:00,152,86,POINT (-73.984172 40.695485),2
635,635,40.69552,-73.984198,10.2,2022-03-03 12:09:25+00:00,152,86,POINT (-73.984198 40.69552),2
636,636,40.695535,-73.984241,10.3,2022-03-03 12:09:26+00:00,151,85,POINT (-73.984241 40.695535),2
637,637,40.695572,-73.98429,10.3,2022-03-03 12:09:27+00:00,152,85,POINT (-73.98429 40.695572),2
638,638,40.695602,-73.984343,10.3,2022-03-03 12:09:28+00:00,152,85,POINT (-73.984343 40.695602),2
639,639,40.695606,-73.984396,10.3,2022-03-03 12:09:29+00:00,153,85,POINT (-73.984396 40.695606),2
640,640,40.695626,-73.984431,10.3,2022-03-03 12:09:30+00:00,152,85,POINT (-73.984431 40.695626),2
641,641,40.695641,-73.984462,10.3,2022-03-03 12:09:31+00:00,153,84,POINT (-73.984462 40.695641),2
642,642,40.695666,-73.98451,10.5,2022-03-03 12:09:32+00:00,153,84,POINT (-73.98451 40.695666),2
643,643,40.695682,-73.98455,10.5,2022-03-03 12:09:33+00:00,152,84,POINT (-73.98455 40.695682),2
644,644,40.695699,-73.984587,10.5,2022-03-03 12:09:34+00:00,152,85,POINT (-73.984587 40.695699),2
645,645,40.695718,-73.984622,10.5,2022-03-03 12:09:35+00:00,151,85,POINT (-73.984622 40.695718),2
646,646,40.695718,-73.984676,10.5,2022-03-03 12:09:36+00:00,151,85,POINT (-73.984676 40.695718),2
647,647,40.695722,-73.98473,10.7,2022-03-03 12:09:37+00:00,151,85,POINT (-73.98473 40.695722),2
648,648,40.695736,-73.984755,10.7,2022-03-03 12:09:38+00:00,151,85,POINT (-73.984755 40.695736),2
649,649,40.695747,-73.984802,10.7,2022-03-03 12:09:39+00:00,151,86,POINT (-73.984802 40.695747),2
650,650,40.695757,-73.984847,10.7,2022-03-03 12:09:40+00:00,152,86,POINT (-73.984847 40.695757),2
651,651,40.695762,-73.984886,10.9,2022-03-03 12:09:41+00:00,151,86,POINT (-73.984886 40.695762),2
652,652,40.695788,-73.984955,10.9,2022-03-03 12:09:42+00:00,152,86,POINT (-73.984955 40.695788),2
653,653,40.695814,-73.985024,11.0,2022-03-03 12:09:43+00:00,152,85,POINT (-73.985024 40.695814),2
654,654,40.695832,-73.985075,11.0,2022-03-03 12:09:44+00:00,152,85,POINT (-73.985075 40.695832),2
655,655,40.69584,-73.985111,11.0,2022-03-03 12:09:45+00:00,152,86,POINT (-73.985111 40.69584),2
656,656,40.69585,-73.985138,11.0,2022-03-03 12:09:46+00:00,152,86,POINT (-73.985138 40.69585),2
657,657,40.695872,-73.985165,11.1,2022-03-03 12:09:47+00:00,153,86,POINT (-73.985165 40.695872),2
658,658,40.695892,-73.985176,11.1,2022-03-03 12:09:48+00:00,153,86,POINT (-73.985176 40.695892),2
659,659,40.695907,-73.985192,11.1,2022-03-03 12:09:49+00:00,154,86,POINT (-73.985192 40.695907),2
660,660,40.695917,-73.985215,11.2,2022-03-03 12:09:50+00:00,154,85,POINT (-73.985215 40.695917),2
661,661,40.695919,-73.985219,11.2,2022-03-03 12:09:51+00:00,154,85,POINT (-73.985219 40.695919),2
662,662,40.695909,-73.985241,11.2,2022-03-03 12:09:52+00:00,154,85,POINT (-73.985241 40.695909),2
663,663,40.695899,-73.98526,11.2,2022-03-03 12:09:53+00:00,155,86,POINT (-73.98526 40.695899),2
664,664,40.695891,-73.98528,11.2,2022-03-03 12:09:54+00:00,155,86,POINT (-73.98528 40.695891),2
665,665,40.695882,-73.985298,11.2,2022-03-03 12:09:55+00:00,154,85,POINT (-73.985298 40.695882),2
666,666,40.695882,-73.985324,11.2,2022-03-03 12:09:56+00:00,155,85,POINT (-73.985324 40.695882),2
667,667,40.695878,-73.985351,11.2,2022-03-03 12:09:57+00:00,156,85,POINT (-73.985351 40.695878),2
668,668,40.695876,-73.98538,11.3,2022-03-03 12:09:58+00:00,156,85,POINT (-73.98538 40.695876),2
669,669,40.695877,-73.98541,11.3,2022-03-03 12:09:59+00:00,156,84,POINT (-73.98541 40.695877),2
670,670,40.695888,-73.98542,11.3,2022-03-03 12:10:00+00:00,156,85,POINT (-73.98542 40.695888),2
671,671,40.695926,-73.985455,11.3,2022-03-03 12:10:01+00:00,157,85,POINT (-73.985455 40.695926),2
672,672,40.695976,-73.985512,11.3,2022-03-03 12:10:02+00:00,156,85,POINT (-73.985512 40.695976),2
673,673,40.696019,-73.985555,11.4,2022-03-03 12:10:03+00:00,157,85,POINT (-73.985555 40.696019),2
674,674,40.69628,-73.985695,11.9,2022-03-03 12:10:04+00:00,156,85,POINT (-73.985695 40.69628),2
675,675,40.696321,-73.985741,11.9,2022-03-03 12:10:05+00:00,156,84,POINT (-73.985741 40.696321),2
676,676,40.696341,-73.985776,11.9,2022-03-03 12:10:06+00:00,157,84,POINT (-73.985776 40.696341),2
677,677,40.696346,-73.985803,11.9,2022-03-03 12:10:07+00:00,157,84,POINT (-73.985803 40.696346),2
678,678,40.696346,-73.985837,11.9,2022-03-03 12:10:08+00:00,157,84,POINT (-73.985837 40.696346),2
679,679,40.696358,-73.985873,11.8,2022-03-03 12:10:09+00:00,156,84,POINT (-73.985873 40.696358),2
680,680,40.696375,-73.98592,12.1,2022-03-03 12:10:10+00:00,157,84,POINT (-73.98592 40.696375),2
681,681,40.696388,-73.98596,13.3,2022-03-03 12:10:11+00:00,157,84,POINT (-73.98596 40.696388),2
682,682,40.696394,-73.985983,13.3,2022-03-03 12:10:12+00:00,157,85,POINT (-73.985983 40.696394),2
683,683,40.696398,-73.98602,13.3,2022-03-03 12:10:13+00:00,157,85,POINT (-73.98602 40.696398),2
684,684,40.696399,-73.986045,13.3,2022-03-03 12:10:14+00:00,157,84,POINT (-73.986045 40.696399),2
685,685,40.696414,-73.986074,14.4,2022-03-03 12:10:15+00:00,158,84,POINT (-73.986074 40.696414),2
686,686,40.696423,-73.9861,14.4,2022-03-03 12:10:16+00:00,159,85,POINT (-73.9861 40.696423),2
687,687,40.696417,-73.986134,14.4,2022-03-03 12:10:17+00:00,159,85,POINT (-73.986134 40.696417),2
688,688,40.696418,-73.986166,14.4,2022-03-03 12:10:18+00:00,159,85,POINT (-73.986166 40.696418),2
689,689,40.696423,-73.986193,14.4,2022-03-03 12:10:19+00:00,159,85,POINT (-73.986193 40.696423),2
690,690,40.696422,-73.986229,15.0,2022-03-03 12:10:20+00:00,159,85,POINT (-73.986229 40.696422),2
691,691,40.696457,-73.986257,15.0,2022-03-03 12:10:21+00:00,159,85,POINT (-73.986257 40.696457),2
692,692,40.696456,-73.986289,15.0,2022-03-03 12:10:22+00:00,159,85,POINT (-73.986289 40.696456),2
693,693,40.69649,-73.98631,15.0,2022-03-03 12:10:23+00:00,159,84,POINT (-73.98631 40.69649),2
694,694,40.696526,-73.986337,15.5,2022-03-03 12:10:24+00:00,158,84,POINT (-73.986337 40.696526),2
695,695,40.69653,-73.986361,15.4,2022-03-03 12:10:25+00:00,159,84,POINT (-73.986361 40.69653),2
696,696,40.696542,-73.986385,15.4,2022-03-03 12:10:26+00:00,159,85,POINT (-73.986385 40.696542),2
697,697,40.696546,-73.986412,15.3,2022-03-03 12:10:27+00:00,159,86,POINT (-73.986412 40.696546),2
698,698,40.696521,-73.986439,15.3,2022-03-03 12:10:28+00:00,159,86,POINT (-73.986439 40.696521),2
699,699,40.69651,-73.986474,15.0,2022-03-03 12:10:29+00:00,159,85,POINT (-73.986474 40.69651),2
700,700,40.696513,-73.986512,14.9,2022-03-03 12:10:30+00:00,158,84,POINT (-73.986512 40.696513),2
701,701,40.696513,-73.986545,14.9,2022-03-03 12:10:31+00:00,159,84,POINT (-73.986545 40.696513),2
702,702,40.696525,-73.98658,15.0,2022-03-03 12:10:32+00:00,159,85,POINT (-73.98658 40.696525),2
703,703,40.696517,-73.986616,14.6,2022-03-03 12:10:33+00:00,158,85,POINT (-73.986616 40.696517),2
704,704,40.696512,-73.986654,14.6,2022-03-03 12:10:34+00:00,158,85,POINT (-73.986654 40.696512),2
705,705,40.696504,-73.986689,14.6,2022-03-03 12:10:35+00:00,158,85,POINT (-73.986689 40.696504),2
706,706,40.696484,-73.986724,14.5,2022-03-03 12:10:36+00:00,158,85,POINT (-73.986724 40.696484),2
707,707,40.696464,-73.986759,14.3,2022-03-03 12:10:37+00:00,158,85,POINT (-73.986759 40.696464),2
708,708,40.696449,-73.986792,14.2,2022-03-03 12:10:38+00:00,158,85,POINT (-73.986792 40.696449),2
709,709,40.696426,-73.986827,14.2,2022-03-03 12:10:39+00:00,158,85,POINT (-73.986827 40.696426),2
710,710,40.696271,-73.986838,14.0,2022-03-03 12:10:40+00:00,157,85,POINT (-73.986838 40.696271),2
711,711,40.696117,-73.986849,13.6,2022-03-03 12:10:41+00:00,158,85,POINT (-73.986849 40.696117),2
712,712,40.696041,-73.986872,13.6,2022-03-03 12:10:42+00:00,158,85,POINT (-73.986872 40.696041),2
713,713,40.695969,-73.986897,13.6,2022-03-03 12:10:43+00:00,158,85,POINT (-73.986897 40.695969),2
714,714,40.695926,-73.986925,13.9,2022-03-03 12:10:44+00:00,158,85,POINT (-73.986925 40.695926),2
715,715,40.695878,-73.98695,13.9,2022-03-03 12:10:45+00:00,159,85,POINT (-73.98695 40.695878),2
716,716,40.695859,-73.986981,14.0,2022-03-03 12:10:46+00:00,159,86,POINT (-73.986981 40.695859),2
717,717,40.695845,-73.987006,14.0,2022-03-03 12:10:47+00:00,159,87,POINT (-73.987006 40.695845),2
718,718,40.695831,-73.987037,14.0,2022-03-03 12:10:48+00:00,159,88,POINT (-73.987037 40.695831),2
719,719,40.695828,-73.987068,14.0,2022-03-03 12:10:49+00:00,159,88,POINT (-73.987068 40.695828),2
720,720,40.695829,-73.987094,14.4,2022-03-03 12:10:50+00:00,160,86,POINT (-73.987094 40.695829),2
721,721,40.69583,-73.987121,14.4,2022-03-03 12:10:51+00:00,159,85,POINT (-73.987121 40.69583),2
722,722,40.695833,-73.987148,14.4,2022-03-03 12:10:52+00:00,159,85,POINT (-73.987148 40.695833),2
723,723,40.695832,-73.987179,14.4,2022-03-03 12:10:53+00:00,159,85,POINT (-73.987179 40.695832),2
724,724,40.695828,-73.987214,14.4,2022-03-03 12:10:54+00:00,159,85,POINT (-73.987214 40.695828),2
725,725,40.695831,-73.987236,14.3,2022-03-03 12:10:55+00:00,159,85,POINT (-73.987236 40.695831),2
726,726,40.695832,-73.987261,14.7,2022-03-03 12:10:56+00:00,159,84,POINT (-73.987261 40.695832),2
727,727,40.695837,-73.987286,14.7,2022-03-03 12:10:57+00:00,160,84,POINT (-73.987286 40.695837),2
728,728,40.695834,-73.98731,14.7,2022-03-03 12:10:58+00:00,160,84,POINT (-73.98731 40.695834),2
729,729,40.695832,-73.987332,14.7,2022-03-03 12:10:59+00:00,160,84,POINT (-73.987332 40.695832),2
730,730,40.695828,-73.987358,14.7,2022-03-03 12:11:00+00:00,159,84,POINT (-73.987358 40.695828),2
731,731,40.695822,-73.987392,14.7,2022-03-03 12:11:01+00:00,160,84,POINT (-73.987392 40.695822),2
732,732,40.695813,-73.987423,14.7,2022-03-03 12:11:02+00:00,160,85,POINT (-73.987423 40.695813),2
733,733,40.695803,-73.987452,15.1,2022-03-03 12:11:03+00:00,160,85,POINT (-73.987452 40.695803),2
734,734,40.69579,-73.987481,15.1,2022-03-03 12:11:04+00:00,160,85,POINT (-73.987481 40.69579),2
735,735,40.695791,-73.987508,15.1,2022-03-03 12:11:05+00:00,160,84,POINT (-73.987508 40.695791),2
736,736,40.695787,-73.987532,15.1,2022-03-03 12:11:06+00:00,160,84,POINT (-73.987532 40.695787),2
737,737,40.695783,-73.98756,15.1,2022-03-03 12:11:07+00:00,160,85,POINT (-73.98756 40.695783),2
